return_rate,mean_return_rate,mean_cpc,mean_clicks,mean_difficulty
High,17.76499591169256,0.9577432542927228,71423.30825838103,18.39983579638752
Medium,3.159244654900273,0.868059405940594,24901.01647295164,16.296062674616206
Low,1.2344228482773056,0.6867879684354306,2121.5816119335973,16.77931555434523
