Criterion ID,Category
"12505,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Carts"""
"12506,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Crushers & Compactors"""
"12511,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Kilns"""
"12513,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Storage Containers"""
"12502,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Lifting Jacks"""
"12499,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Pallets"""
"12507,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Reclaimers"""
"12520,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Refractory Equipment"""
"12503,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Vats"""
"11125,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Heat Sealing & Treating"""
"11126,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Lubrication"""
"11123,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Measurement & Control"""
"11129,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Slitting"""
"11127,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Storage"""
"10293,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment"""
"11248,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Air Compressors"""
"11242,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Applicators & Dispensers"""
"11245,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Bellows"""
"11243,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Dies & Molds"""
"11240,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Drill Presses"""
"11244,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Abrasives"""
"11249,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Blowers"""
"11247,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Cutting Equipment"""
"12544,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Cutting Equipment/Industrial Chainsaws"""
"12543,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Cutting Equipment/Industrial Tablesaws"""
"11246,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Grinders"""
"13763,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Lasers"""
"11239,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Lubricators"""
"11241,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment"""
"12531,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Accelerometers"""
"12532,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Alignment & Calibration"""
"13187,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Alignment & Calibration/Laser Alignment"""
"12526,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Anemometers"""
"12535,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Borescopes"""
"12530,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Comparators"""
"12533,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Dynamometers"""
"12528,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Flowmeters"""
"12527,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Gauges"""
"13186,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Gauges/Micrometer Screw Gauges"""
"12529,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Industrial Scales"""
"12536,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Industrial Thermometers"""
"12541,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Industrial Thermostats"""
"12538,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Limiters"""
"12537,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Pyrometers"""
"12534,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Regulators"""
"12540,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Tachometers"""
"12539,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Test Probes"""
"11110,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Laser Marking"""
"11122,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking"""
"11196,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/I-Beams"""
"12415,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Industrial Forging"""
"11197,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Alloys"""
"12446,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Alloys/Carbide & Carbide Products"""
"12409,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Casting, Molding & Machining"""
"12414,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Fabrication"""
"12407,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Plating & Finishing"""
"12411,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Stamping"""
"12408,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metallurgical Engineering"""
"11201,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metalworking Tools"""
"11204,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Scrap Metal"""
"11200,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Sheet & Plate Metal"""
"11195,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Steel Angles & Channels"""
"12413,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Welding"""
"12456,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Welding/Welding Tools & Equipment"""
"12410,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Mining"""
"10291,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Mining/Mine Working Products & Equipment"""
"11112,""/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Product Assembly"""
"11198,""/Business & Industrial/Industrial Goods & Manufacturing/Metals"""
"12450,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Aluminum"""
"12455,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Brass"""
"12452,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Bronze"""
"12448,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Cobalt"""
"12447,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Copper"""
"12454,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Powdered Metals"""
"12449,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals"""
"13163,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals/Gold"""
"13164,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals/Platinum"""
"13162,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals/Silver"""
"12451,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Steel"""
"12453,""/Business & Industrial/Industrial Goods & Manufacturing/Metals/Tin"""
"11202,""/Business & Industrial/Industrial Goods & Manufacturing/Minerals"""
"11067,""/Business & Industrial/Industrial Goods & Manufacturing/Occupational Health & Safety"""
"11383,""/Business & Industrial/Industrial Goods & Manufacturing/Occupational Health & Safety/Hazardous Material Control"""
"13746,""/Business & Industrial/Industrial Goods & Manufacturing/Occupational Health & Safety/Industrial Safety Supplies & Equipment"""
"10306,""/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility"""
"11390,""/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Acoustic Materials & Noise Control"""
"11387,""/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Air Handling"""
"11386,""/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Building Automation"""
"11182,""/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Environmental Control"""
"12566,""/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Robotics & Factory Automation"""
"10298,""/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services"""
"11303,""/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Feathers & Down"""
"11300,""/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Leather & Fur"""
"11060,""/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Textile Manufacturing"""
"11116,""/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Textile Spinning"""
"10308,""/Business & Industrial/Janitorial Products & Services"""
"11401,""/Business & Industrial/Janitorial Products & Services/Electric Hand Dryers"""
"11400,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning"""
"12716,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Automatic Floor Scrubbers"""
"12718,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Carpet Fans"""
"11409,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Brooms & Brushes"""
"12717,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Floor Burnishers & Polishers"""
"11405,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Mops & Mop Buckets"""
"12715,""/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Vacuum Cleaners"""
"11402,""/Business & Industrial/Janitorial Products & Services/Janitorial Carts"""
"11398,""/Business & Industrial/Janitorial Products & Services/Janitorial Signs"""
"12710,""/Business & Industrial/Janitorial Products & Services/Janitorial Signs/ADA Signs"""
"12709,""/Business & Industrial/Janitorial Products & Services/Janitorial Signs/Wet Floor Signs"""
"11406,""/Business & Industrial/Janitorial Products & Services/Odor Control Devices"""
"11408,""/Business & Industrial/Janitorial Products & Services/Soap Dispensers"""
"11399,""/Business & Industrial/Janitorial Products & Services/Touch-Free Devices"""
"12713,""/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Faucets"""
"12712,""/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Flush Valves"""
"12711,""/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Soap Dispensers"""
"12714,""/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Towel Dispensers"""
"11407,""/Business & Industrial/Janitorial Products & Services/Towel Dispensers"""
"11403,""/Business & Industrial/Janitorial Products & Services/Urinal Supplies"""
"11404,""/Business & Industrial/Janitorial Products & Services/Waste Receptacles"""
"13804,""/Business & Industrial/Manufacturing"""
"10271,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing"""
"11056,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Apparel Manufacturing"""
"11055,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Auto Industry & Vehicle Manufacturing"""
"11061,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Consumer Electronics Manufacturing"""
"11058,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Furniture Manufacturing"""
"11059,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Home Appliance Manufacturing"""
"13814,""/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Plaques, Awards & Trophies"""
"10300,""/Business & Industrial/Office"""
"11338,""/Business & Industrial/Office/Binders, Binding & Laminating"""
"11325,""/Business & Industrial/Office/Business Cards, Stationery & Forms"""
"11328,""/Business & Industrial/Office/Calculators"""
"11334,""/Business & Industrial/Office/Calendars & Planners"""
"12580,""/Business & Industrial/Office/Calendars & Planners/Calendar & Scheduling Software"""
"11332,""/Business & Industrial/Office/Desk Organizers"""
"11329,""/Business & Industrial/Office/Glue & Paste"""
"11336,""/Business & Industrial/Office/Labels & Labeling"""
"11324,""/Business & Industrial/Office/Lanyards & Badge Holders"""
"11337,""/Business & Industrial/Office/Microcassette Recorders"""
"11339,""/Business & Industrial/Office/Office Appliances"""
"12638,""/Business & Industrial/Office/Office Appliances/Copiers"""
"12640,""/Business & Industrial/Office/Office Appliances/Desktop Printers"""
"13235,""/Business & Industrial/Office/Office Appliances/Desktop Printers/Inkjet Printers"""
"13233,""/Business & Industrial/Office/Office Appliances/Desktop Printers/Laser Printers"""
"13236,""/Business & Industrial/Office/Office Appliances/Desktop Printers/Multi-Function Printers"""
"13234,""/Business & Industrial/Office/Office Appliances/Desktop Printers/Photo Printers"""
"12641,""/Business & Industrial/Office/Office Appliances/Electronic Whiteboards"""
"12637,""/Business & Industrial/Office/Office Appliances/Fax Machines & Accessories"""
"12642,""/Business & Industrial/Office/Office Appliances/Overhead Projectors"""
"12639,""/Business & Industrial/Office/Office Appliances/Paper Shredders"""
"11323,""/Business & Industrial/Office/Office Furniture"""
"12635,""/Business & Industrial/Office/Office Furniture/Bookcases & Shelving"""
"12630,""/Business & Industrial/Office/Office Furniture/Cubicle Walls & Panels"""
"12634,""/Business & Industrial/Office/Office Furniture/Desk Lamps & Table Lamps"""
"12632,""/Business & Industrial/Office/Office Furniture/Filing Cabinets"""
"12631,""/Business & Industrial/Office/Office Furniture/Office & Computer Desks"""
"12633,""/Business & Industrial/Office/Office Furniture/Task Chairs"""
"11305,""/Business & Industrial/Office/Paper"""
"11326,""/Business & Industrial/Office/Paper Clips & Rubber Bands"""
"11370,""/Business & Industrial/Office/Pens & Writing Instruments"""
"11333,""/Business & Industrial/Office/Portfolios & Presentation Cases"""
"11335,""/Business & Industrial/Office/Printer Accessories"""
"11330,""/Business & Industrial/Office/Staplers, Scissors & Punchers"""
"10290,""/Business & Industrial/Retail Trade"""
"11210,""/Business & Industrial/Retail Trade/Apparel Retail Supplies"""
"12466,""/Business & Industrial/Retail Trade/Apparel Retail Supplies/Clothing & Accessory Hangers"""
"12468,""/Business & Industrial/Retail Trade/Apparel Retail Supplies/Mannequins"""
"11227,""/Business & Industrial/Retail Trade/Ash Tray Receptacles"""
"11208,""/Business & Industrial/Retail Trade/Bar Code Scanners"""
"11207,""/Business & Industrial/Retail Trade/Bill & Coin Counters"""
"11380,""/Business & Industrial/Retail Trade/CD & DVD Jewelboxes & Cases"""
"11233,""/Business & Industrial/Retail Trade/Cash Registers & Cash Register Supplies"""
"11224,""/Business & Industrial/Retail Trade/Counterfeit Money Detectors"""
"11216,""/Business & Industrial/Retail Trade/Floor Mats"""
"11206,""/Business & Industrial/Retail Trade/Hand Trucks & Utility Carts"""
"11181,""/Business & Industrial/Retail Trade/Inventorying"""
"11230,""/Business & Industrial/Retail Trade/Jewelry Bags, Boxes & Displays"""
"11178,""/Business & Industrial/Retail Trade/Loss Prevention"""
"11232,""/Business & Industrial/Retail Trade/Merchant Point-of-Sale Systems"""
"11180,""/Business & Industrial/Retail Trade/Merchant Services & Payment Systems"""
"11211,""/Business & Industrial/Retail Trade/Paper & Plastic Bags"""
"11214,""/Business & Industrial/Retail Trade/Pegboard & Slatwall"""
"11219,""/Business & Industrial/Retail Trade/Retail Display Supplies"""
"12475,""/Business & Industrial/Retail Trade/Retail Display Supplies/Display Racks & Cases"""
"12471,""/Business & Industrial/Retail Trade/Retail Display Supplies/Kiosks"""
"11205,""/Business & Industrial/Retail Trade/Retail Signs & Banners"""
"12459,""/Business & Industrial/Retail Trade/Retail Signs & Banners/LED Signs"""
"12458,""/Business & Industrial/Retail Trade/Retail Signs & Banners/Neon Signs"""
"12460,""/Business & Industrial/Retail Trade/Retail Signs & Banners/Open & Closed Signs"""
"12462,""/Business & Industrial/Retail Trade/Retail Signs & Banners/Sign Holders & Easels"""
"11231,""/Business & Industrial/Retail Trade/Shopping Baskets & Carts"""
"11217,""/Business & Industrial/Retail Trade/Shrink Wrapping Systems"""
"11229,""/Business & Industrial/Retail Trade/Tagging Guns"""
"11220,""/Business & Industrial/Retail Trade/Time Clocks & Time Cards"""
"11209,""/Business & Industrial/Retail Trade/Turnstiles & Traffic Control Devices"""
"11179,""/Business & Industrial/Retail Trade/Vending"""
"11228,""/Business & Industrial/Retail Trade/Vending/Vending Machines"""
"10294,""/Business & Industrial/Scientific Equipment & Services"""
"11047,""/Business & Industrial/Scientific Equipment & Services/Bioremediation"""
"11252,""/Business & Industrial/Scientific Equipment & Services/Biotechnology Equipment"""
"11254,""/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies"""
"12560,""/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Lab Safety Equipment"""
"12561,""/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Laboratory Incubators"""
"12567,""/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Microscopes & Microscope Accessories"""
"12565,""/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Mobile Labs"""
"12564,""/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Scientific Centrifuges"""
"11054,""/Business & Industrial/Scientific Equipment & Services/Materials Testing"""
"11253,""/Business & Industrial/Scientific Equipment & Services/Scientific Books & Journals"""
"11255,""/Business & Industrial/Scientific Equipment & Services/Scientific Glassware & Accessories"""
"10299,""/Business & Industrial/Security Equipment & Services"""
"11062,""/Business & Industrial/Security Equipment & Services/Body Guards"""
"11322,""/Business & Industrial/Security Equipment & Services/Car Alarm Systems"""
"11311,""/Business & Industrial/Security Equipment & Services/Electronic Voice Changers"""
"11316,""/Business & Industrial/Security Equipment & Services/Intercoms"""
"11310,""/Business & Industrial/Security Equipment & Services/Night Vision Goggles & Scopes"""
"11309,""/Business & Industrial/Security Equipment & Services/Safes"""
"11066,""/Business & Industrial/Security Equipment & Services/Security Alarm Services"""
"11065,""/Business & Industrial/Security Equipment & Services/Security Guards"""
"11321,""/Business & Industrial/Security Equipment & Services/Security Weapons"""
"12626,""/Business & Industrial/Security Equipment & Services/Security Weapons/Batons"""
"12625,""/Business & Industrial/Security Equipment & Services/Security Weapons/Handcuffs"""
"12629,""/Business & Industrial/Security Equipment & Services/Security Weapons/Mace & Pepper Spray"""
"12627,""/Business & Industrial/Security Equipment & Services/Security Weapons/Stun Guns & Tasers"""
"11313,""/Business & Industrial/Security Equipment & Services/Surveillance Equipment"""
"12620,""/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Alarm Systems & Equipment"""
"12622,""/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Motion Detectors"""
"12619,""/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Phone Recorders & Phone Tap Detectors"""
"12621,""/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Security Cameras"""
"11320,""/Business & Industrial/Security Equipment & Services/Weather Alert Radios"""
"10305,""/Business & Industrial/Shipping & Packing"""
"11374,""/Business & Industrial/Shipping & Packing/Cargo Containers"""
"13604,""/Business & Industrial/Shipping & Packing/Couriers & Messengers"""
"11104,""/Business & Industrial/Shipping & Packing/Express & Expedited Shipping"""
"11103,""/Business & Industrial/Shipping & Packing/Freighting"""
"12401,""/Business & Industrial/Shipping & Packing/Freighting/Air Cargo"""
"12403,""/Business & Industrial/Shipping & Packing/Freighting/Containerization"""
"12400,""/Business & Industrial/Shipping & Packing/Freighting/Freight Forwarding"""
"12402,""/Business & Industrial/Shipping & Packing/Freighting/LTL (Less Than Truckload) Shipping"""
"12405,""/Business & Industrial/Shipping & Packing/Freighting/Maritime Freighting"""
"12404,""/Business & Industrial/Shipping & Packing/Freighting/Rail Freighting"""
"12406,""/Business & Industrial/Shipping & Packing/Freighting/Trucking"""
"13724,""/Business & Industrial/Shipping & Packing/Mail & Package Delivery"""
"11376,""/Business & Industrial/Shipping & Packing/Mailing Tubes"""
"11381,""/Business & Industrial/Shipping & Packing/Packing Cushioning & Packing Paper"""
"11382,""/Business & Industrial/Shipping & Packing/Shipping Boxes"""
"11327,""/Business & Industrial/Shipping & Packing/Stamps & Envelopes"""
"11377,""/Business & Industrial/Shipping & Packing/Strapping Equipment & Devices"""
"11373,""/Business & Industrial/Shipping & Packing/Tape & Tape Dispensers"""
"11102,""/Business & Industrial/Shipping & Packing/Warehousing"""
"11235,""/Business & Industrial/Veterinary Equipment & Supplies"""
"10019,""/Computers & Consumer Electronics"""
"10168,""/Computers & Consumer Electronics/Computers"""
"10886,""/Computers & Consumer Electronics/Computers/Computer Accessories"""
"12214,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Adapters"""
"12212,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Cables"""
"12217,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Cases & Case Accessories"""
"12222,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Keyboards"""
"12219,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Monitor Accessories"""
"12221,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Power Supplies"""
"13400,""/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Speakers"""
"12218,""/Computers & Consumer Electronics/Computers/Computer Accessories/Fans & Cooling Equipment"""
"12223,""/Computers & Consumer Electronics/Computers/Computer Accessories/Graphics Tablets"""
"13815,""/Computers & Consumer Electronics/Computers/Computer Accessories/Laptop Batteries"""
"12216,""/Computers & Consumer Electronics/Computers/Computer Accessories/Mice & Pointing Devices"""
"12213,""/Computers & Consumer Electronics/Computers/Computer Accessories/Networking Accessories"""
"12220,""/Computers & Consumer Electronics/Computers/Computer Accessories/PDA Accessories"""
"12215,""/Computers & Consumer Electronics/Computers/Computer Accessories/Scanner Accessories"""
"12224,""/Computers & Consumer Electronics/Computers/Computer Accessories/Webcams"""
"12203,""/Computers & Consumer Electronics/Computers/Computer Consulting"""
"10883,""/Computers & Consumer Electronics/Computers/Computer Hardware"""
"12188,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components"""
"13071,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components/Computer Processors"""
"13312,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components/Computer Processors/Microprocessors"""
"13074,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components/Ethernet Cards"""
"13073,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components/Graphic & Video Cards"""
"13072,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components/Motherboards"""
"13075,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Components/Sound Cards"""
"12194,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices"""
"13080,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/CD & DVD Storage Media"""
"13081,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/Desktop Memory Cards & Devices"""
"13078,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/External Hard Drives"""
"13082,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/Flash Memory Devices & Memory Sticks"""
"13077,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/Internal Hard Drives"""
"13084,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/Laptop Memory Cards & Devices"""
"13079,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/Memory Card Readers"""
"13083,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Memory & Storage Devices/Tape Back-Up Drives & Media"""
"12185,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Monitors & Projectors"""
"13067,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Monitors & Projectors/CRT Monitors"""
"13065,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Monitors & Projectors/Electronic Projectors"""
"13066,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Monitors & Projectors/LCD Monitors"""
"12184,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices"""
"13063,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices/Ethernet Networking Devices"""
"13311,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices/Ethernet Networking Devices/Network Hubs & Adapters"""
"13059,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices/Firewall & Spam Filter Hardware"""
"13064,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices/Modems"""
"13060,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices/Network Routers"""
"13061,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Networking Devices/Network Switches"""
"12189,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Server Components"""
"13076,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Server Components/Computer Server Processors"""
"12195,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Servers"""
"13087,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Servers/Blade Servers"""
"13085,""/Computers & Consumer Electronics/Computers/Computer Hardware/Computer Servers/Desktop Servers"""
