Criterion ID,Category
"12341,""/Family & Community/Baby, Parenting & Family/Parenting & Family/Child Care/Day Care"""
"12338,""/Family & Community/Baby, Parenting & Family/Parenting & Family/Child Care/Special Needs Care"""
"11030,""/Family & Community/Baby, Parenting & Family/Parenting & Family/Kids' Camps & Youth Programs"""
"11028,""/Family & Community/Baby, Parenting & Family/Parenting & Family/Maternity & New Parent"""
"12334,""/Family & Community/Baby, Parenting & Family/Parenting & Family/Maternity & New Parent/Fetal Development"""
"10028,""/Family & Community/Community Service & Social Organizations"""
"10223,""/Family & Community/Community Service & Social Organizations/AIDS & HIV Support"""
"10224,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse"""
"11003,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Alcohol & Health"""
"12277,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Alcohol & Health/Alcoholism & Treatment"""
"12279,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Alcohol & Health/Blood Alcohol Monitors & Breathalyzers"""
"12278,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Alcohol & Health/Underage Drinking & Underage Alcohol Abuse"""
"11002,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Drug & Alcohol Rehab Programs"""
"11001,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Drug Abuse & Treatment"""
"12276,""/Family & Community/Community Service & Social Organizations/Alcohol & Substance Abuse/Drug Abuse & Treatment/Home Drug Tests"""
"10229,""/Family & Community/Community Service & Social Organizations/Community Outreach"""
"11012,""/Family & Community/Community Service & Social Organizations/Community Outreach/Child Welfare Services"""
"13737,""/Family & Community/Community Service & Social Organizations/Community Outreach/Crime Prevention"""
"11010,""/Family & Community/Community Service & Social Organizations/Community Outreach/Domestic Violence"""
"11013,""/Family & Community/Community Service & Social Organizations/Community Outreach/Food Outreach & Food Banks"""
"11011,""/Family & Community/Community Service & Social Organizations/Community Outreach/Homeless Outreach Programs"""
"11014,""/Family & Community/Community Service & Social Organizations/Community Outreach/Literacy"""
"10222,""/Family & Community/Community Service & Social Organizations/Consumer Resources"""
"11087,""/Family & Community/Community Service & Social Organizations/Consumer Resources/Consumer Advocacy & Protection"""
"13813,""/Family & Community/Community Service & Social Organizations/Consumer Resources/Product Reviews & Price Comparisons"""
"10220,""/Family & Community/Community Service & Social Organizations/Disability Resources"""
"10219,""/Family & Community/Community Service & Social Organizations/Disaster Relief & Emergency Management"""
"11077,""/Family & Community/Community Service & Social Organizations/Environmentalism"""
"12358,""/Family & Community/Community Service & Social Organizations/Environmentalism/Environmental Research"""
"10221,""/Family & Community/Community Service & Social Organizations/Ethnic Identity Resources"""
"10226,""/Family & Community/Community Service & Social Organizations/GLBT Resources"""
"13599,""/Family & Community/Community Service & Social Organizations/Multilateral & Non-Governmental Organizations"""
"10230,""/Family & Community/Community Service & Social Organizations/Nonprofit Services"""
"11015,""/Family & Community/Community Service & Social Organizations/Nonprofit Services/Donations & Charitable Giving"""
"13393,""/Family & Community/Community Service & Social Organizations/Selective Service"""
"11063,""/Family & Community/Community Service & Social Organizations/Self-Defense Training"""
"13709,""/Family & Community/Community Service & Social Organizations/Senior Resources"""
"13392,""/Family & Community/Community Service & Social Organizations/Social Insurance Programs & Entitlements"""
"13390,""/Family & Community/Community Service & Social Organizations/Social Insurance Programs & Entitlements/Publicly Funded Health Programs"""
"13389,""/Family & Community/Community Service & Social Organizations/Social Insurance Programs & Entitlements/Welfare & Unemployment"""
"10227,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy"""
"11009,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Animal Rights Activism"""
"12375,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Consumer Activism"""
"11008,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Environmental Activism"""
"12359,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Environmental Activism/Environmental Watchdogs"""
"11007,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Human Rights Activism"""
"11004,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Peace Activism"""
"11006,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Reproductive Rights"""
"11005,""/Family & Community/Community Service & Social Organizations/Social Issues & Advocacy/Work & Labor Issues"""
"10225,""/Family & Community/Community Service & Social Organizations/Teen Advice & Support"""
"10218,""/Family & Community/Community Service & Social Organizations/Volunteer Opportunities"""
"10228,""/Family & Community/Community Service & Social Organizations/Youth Organizations & Resources"""
"10029,""/Family & Community/Domestic & Personal Resources"""
"10234,""/Family & Community/Domestic & Personal Resources/Personal Chefs"""
"10233,""/Family & Community/Domestic & Personal Resources/Personal Errand & Concierge Services"""
"10231,""/Family & Community/Faith & Belief"""
"13469,""/Family & Community/Faith & Belief/Astrology & Horoscopes"""
"13474,""/Family & Community/Faith & Belief/Buddhism"""
"13472,""/Family & Community/Faith & Belief/Christianity"""
"13475,""/Family & Community/Faith & Belief/Hinduism"""
"13473,""/Family & Community/Faith & Belief/Islam"""
"13476,""/Family & Community/Faith & Belief/Judaism"""
"13836,""/Family & Community/Faith & Belief/Meditation"""
"10127,""/Family & Community/Faith & Belief/Occult & Paranormal"""
"13470,""/Family & Community/Faith & Belief/Occult & Paranormal/Psychics & Fortune Telling"""
"13471,""/Family & Community/Faith & Belief/Occult & Paranormal/Spells, Potions & Curses"""
"13481,""/Family & Community/Faith & Belief/Occult & Paranormal/Tarot"""
"13434,""/Family & Community/Faith & Belief/Places of Worship & Worship Services"""
"13807,""/Family & Community/Faith & Belief/Prayers"""
"13435,""/Family & Community/Faith & Belief/Religious Instruction"""
"13436,""/Family & Community/Faith & Belief/Religious Media & Publications"""
"13479,""/Family & Community/Faith & Belief/Scientology"""
"13703,""/Family & Community/Faith & Belief/Self-Help & Motivational"""
"13477,""/Family & Community/Faith & Belief/Wicca & Esoteric Religions"""
"10031,""/Family & Community/Romance & Relationships"""
"10240,""/Family & Community/Romance & Relationships/Dating & Marriage Matching"""
"10239,""/Family & Community/Romance & Relationships/Dating & Marriage Matching/Dating Directories & Sites"""
"10241,""/Family & Community/Romance & Relationships/Dating & Marriage Matching/Dating Forums & Chat"""
"11035,""/Family & Community/Romance & Relationships/Dating & Marriage Matching/GLBT Dating"""
"11036,""/Family & Community/Romance & Relationships/Dating & Marriage Matching/International Dating"""
"13715,""/Family & Community/Romance & Relationships/Dating & Marriage Matching/Personals"""
"10238,""/Family & Community/Romance & Relationships/Divorce & Separation"""
"11033,""/Family & Community/Romance & Relationships/Divorce & Separation/Online Divorce"""
"10237,""/Family & Community/Romance & Relationships/Relationship Advice"""
"10242,""/Family & Community/Romance & Relationships/Troubled Relationships"""
"11037,""/Family & Community/Romance & Relationships/Troubled Relationships/Family Counseling"""
"11038,""/Family & Community/Romance & Relationships/Troubled Relationships/Marriage & Couples Counseling"""
"10012,""/Finance"""
"10100,""/Finance/ATM Sales & Processing"""
"11093,""/Finance/Accounting & Auditing"""
"12388,""/Finance/Accounting & Auditing/Billing Services"""
"12391,""/Finance/Accounting & Auditing/Bookkeeping"""
"12393,""/Finance/Accounting & Auditing/Cash Flow Management"""
"12392,""/Finance/Accounting & Auditing/Collection Services"""
"12389,""/Finance/Accounting & Auditing/Sarbanes-Oxley Compliance Management"""
"12387,""/Finance/Accounting & Auditing/Tax Preparation & Planning"""
"10093,""/Finance/Banking"""
"11817,""/Finance/Banking/Bank Accounts"""
"12947,""/Finance/Banking/Bank Accounts/Current Accounts & Checking Accounts"""
"12949,""/Finance/Banking/Bank Accounts/Savings Accounts"""
"13277,""/Finance/Banking/Bank Accounts/Savings Accounts/College Savings Plans"""
"13278,""/Finance/Banking/Bank Accounts/Savings Accounts/Money Market Accounts"""
"11811,""/Finance/Banking/Bill Payment Services"""
"11816,""/Finance/Banking/Debit & Check Cards"""
"11818,""/Finance/Banking/Fixed Deposit Accounts & Certificates"""
"11815,""/Finance/Banking/Mobile Banking"""
"11812,""/Finance/Banking/Offshore Banking"""
"11814,""/Finance/Banking/Online Banking"""
"11813,""/Finance/Banking/Private Banking"""
"12948,""/Finance/Banking/Student Banking"""
"10096,""/Finance/Business Finance"""
"13717,""/Finance/Business Finance/Investment Banking"""
"13720,""/Finance/Business Finance/Mergers & Acquisitions"""
"10098,""/Finance/Business News & Media"""
"10097,""/Finance/Credit & Lending"""
"11842,""/Finance/Credit & Lending/Credit Cards"""
"12967,""/Finance/Credit & Lending/Credit Cards/Business Credit Cards"""
"12963,""/Finance/Credit & Lending/Credit Cards/Low Interest & No Interest Credit Cards"""
"12965,""/Finance/Credit & Lending/Credit Cards/Rewards Cards"""
"13303,""/Finance/Credit & Lending/Credit Cards/Rewards Cards/Cashback Rewards Cards"""
"13304,""/Finance/Credit & Lending/Credit Cards/Rewards Cards/Travel & Miles Rewards Cards"""
"13416,""/Finance/Credit & Lending/Credit Cards/Student Credit Cards"""
"11837,""/Finance/Credit & Lending/Credit Counseling"""
"11838,""/Finance/Credit & Lending/Credit Reports & Reporting Services"""
"11839,""/Finance/Credit & Lending/Debt Management & Consolidation"""
"11836,""/Finance/Credit & Lending/Identity Theft & Credit Monitoring"""
"11841,""/Finance/Credit & Lending/Loans"""
"12957,""/Finance/Credit & Lending/Loans/Auto Financing"""
"13284,""/Finance/Credit & Lending/Loans/Auto Financing/Auto Leasing"""
"13285,""/Finance/Credit & Lending/Loans/Auto Financing/Auto Loans"""
"12953,""/Finance/Credit & Lending/Loans/Bad Credit & No Credit Credit & Lending"""
"12956,""/Finance/Credit & Lending/Loans/Commercial Lending"""
"13283,""/Finance/Credit & Lending/Loans/Commercial Lending/Commercial Mortgages"""
"13281,""/Finance/Credit & Lending/Loans/Commercial Lending/Farm Loans & Price Support"""
"12960,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages"""
"13294,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Adjustable Rate & Tracker Mortgages"""
"13292,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Buy-To-Let Mortgages"""
"13295,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/First Time Buyer Mortgages"""
"13293,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Fixed Rate Mortgages"""
"13291,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Government Mortgages"""
"13296,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Home Equity Loans & Lines of Credit"""
"13299,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Home Refinancing Loans"""
"13289,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Interest Only Mortgages"""
"13290,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Reverse Mortgages"""
"13297,""/Finance/Credit & Lending/Loans/Home Loans & Mortgages/Subprime Mortgages"""
"12961,""/Finance/Credit & Lending/Loans/Personal Lending & Borrowing"""
"13300,""/Finance/Credit & Lending/Loans/Personal Lending & Borrowing/Payday & Emergency Loans"""
"13301,""/Finance/Credit & Lending/Loans/Personal Lending & Borrowing/Personal Loans & Lines of Credit"""
"13286,""/Finance/Credit & Lending/Loans/Personal Lending & Borrowing/Title Loans"""
"12959,""/Finance/Credit & Lending/Loans/Purchase Financing"""
"13288,""/Finance/Credit & Lending/Loans/Purchase Financing/Computer & Consumer Electronics Financing"""
"13287,""/Finance/Credit & Lending/Loans/Purchase Financing/Home Appliance Financing"""
"11840,""/Finance/Credit & Lending/Loans/Unsecured Credit & Lending"""
"12955,""/Finance/Credit & Lending/Loans/Unsecured Credit & Lending/Unsecured Loans"""
"10092,""/Finance/Financial Planning & Management"""
"10525,""/Finance/Financial Planning & Management/Inheritance & Estate Planning"""
"10524,""/Finance/Financial Planning & Management/Money Management"""
"10527,""/Finance/Financial Planning & Management/Retirement & Pension Planning"""
"10526,""/Finance/Financial Planning & Management/Wealth Management"""
"10099,""/Finance/Grants, Scholarships & Financial Aid"""
"13437,""/Finance/Grants, Scholarships & Financial Aid/Government Grants"""
"10536,""/Finance/Grants, Scholarships & Financial Aid/Student Loans"""
"10535,""/Finance/Grants, Scholarships & Financial Aid/Study Grants & Scholarships"""
"10102,""/Finance/Insurance"""
"10551,""/Finance/Insurance/Accident & Casualty Insurance"""
"10538,""/Finance/Insurance/Annuities"""
"10303,""/Finance/Insurance/Business & Commercial Insurance"""
"11366,""/Finance/Insurance/Business & Commercial Insurance/Professional Liability & Malpractice Insurance"""
"11365,""/Finance/Insurance/Business & Commercial Insurance/Worker's Compensation Insurance"""
"10549,""/Finance/Insurance/Credit Insurance"""
"10541,""/Finance/Insurance/Disability Insurance"""
"10548,""/Finance/Insurance/Disaster Insurance"""
"10544,""/Finance/Insurance/Health Insurance"""
"11846,""/Finance/Insurance/Health Insurance/Dental Insurance"""
"11843,""/Finance/Insurance/Health Insurance/Long-term Care Insurance"""
"11844,""/Finance/Insurance/Health Insurance/Supplemental Health Insurance"""
"11845,""/Finance/Insurance/Health Insurance/Vision Insurance"""
"10540,""/Finance/Insurance/Home Warranties"""
"10545,""/Finance/Insurance/Liability Insurance"""
"11848,""/Finance/Insurance/Liability Insurance/Personal Liability Insurance"""
"10539,""/Finance/Insurance/Life Insurance"""
"10542,""/Finance/Insurance/Pet Insurance"""
"10547,""/Finance/Insurance/Property Insurance"""
"11849,""/Finance/Insurance/Property Insurance/Homeowners Insurance"""
"12969,""/Finance/Insurance/Property Insurance/Homeowners Insurance/Building Insurance"""
"12968,""/Finance/Insurance/Property Insurance/Homeowners Insurance/Contents Insurance"""
"11850,""/Finance/Insurance/Property Insurance/Renters Insurance"""
"12394,""/Finance/Insurance/Risk Management"""
"10546,""/Finance/Insurance/Travel Insurance"""
"10550,""/Finance/Insurance/Vehicle Insurance"""
"11854,""/Finance/Insurance/Vehicle Insurance/Car Insurance"""
"11855,""/Finance/Insurance/Vehicle Insurance/Commercial Vehicle Insurance"""
"11858,""/Finance/Insurance/Vehicle Insurance/Motorcycle Insurance"""
"11856,""/Finance/Insurance/Vehicle Insurance/Recreational Boat & Watercraft Insurance"""
"11857,""/Finance/Insurance/Vehicle Insurance/Recreational Vehicle & Caravan Insurance"""
"11853,""/Finance/Insurance/Vehicle Insurance/Van Insurance"""
"10095,""/Finance/Investing"""
"11819,""/Finance/Investing/Brokerages & Day Trading"""
"11832,""/Finance/Investing/Commodities & Futures Trading"""
"11831,""/Finance/Investing/Currencies & Foreign Exchange"""
"11823,""/Finance/Investing/Derivatives"""
"11826,""/Finance/Investing/Exchange Traded Funds"""
"11835,""/Finance/Investing/Hedge Funds"""
"11833,""/Finance/Investing/Interest Free & Tax-Deferred Savings Accounts"""
"11820,""/Finance/Investing/Investor Relations & Venture Capital"""
"11828,""/Finance/Investing/Mutual Funds"""
"11834,""/Finance/Investing/Precious Metals Trading"""
"10531,""/Finance/Investing/Real Estate Investments"""
"11824,""/Finance/Investing/Retirement Investments"""
"12950,""/Finance/Investing/Retirement Investments/401(K)s"""
"12952,""/Finance/Investing/Retirement Investments/IRAs"""
"12951,""/Finance/Investing/Retirement Investments/Pensions"""
"11827,""/Finance/Investing/Securities"""
"11830,""/Finance/Investing/Securities/Bonds"""
"13459,""/Finance/Investing/Securities/Stocks"""
"11825,""/Finance/Investing/Spread Betting"""
"10094,""/Finance/Money Transfer & Wire Services"""
"10010,""/Food & Groceries"""
"10083,""/Food & Groceries/Beverages"""
"10445,""/Food & Groceries/Beverages/Alcoholic Beverages"""
"11651,""/Food & Groceries/Beverages/Alcoholic Beverages/Beer"""
"11650,""/Food & Groceries/Beverages/Alcoholic Beverages/Liquor"""
"11649,""/Food & Groceries/Beverages/Alcoholic Beverages/Wine"""
"10444,""/Food & Groceries/Beverages/Non-Alcoholic Beverages"""
"11646,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Alcohol Free Drink Mixers"""
"13748,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Bottled Water & Water Delivery"""
"11644,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Coffee"""
"11647,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Energy Drinks"""
"11643,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Juice"""
"11642,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Soft Drinks"""
"11648,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Sports Drinks"""
"11645,""/Food & Groceries/Beverages/Non-Alcoholic Beverages/Tea"""
"10082,""/Food & Groceries/Food"""
"10432,""/Food & Groceries/Food/Baked Goods"""
"11610,""/Food & Groceries/Food/Baked Goods/Brownies"""
"11607,""/Food & Groceries/Food/Baked Goods/Cakes & Cupcakes"""
"13247,""/Food & Groceries/Food/Baked Goods/Cakes & Cupcakes/Birthday Cakes"""
"13837,""/Food & Groceries/Food/Baked Goods/Cakes & Cupcakes/Wedding Cakes"""
"11609,""/Food & Groceries/Food/Baked Goods/Cookies"""
"11608,""/Food & Groceries/Food/Baked Goods/Pies"""
"12831,""/Food & Groceries/Food/Baked Goods/Pies/Savory Pies"""
"12830,""/Food & Groceries/Food/Baked Goods/Pies/Sweet Pies"""
"10434,""/Food & Groceries/Food/Baking Ingredients"""
"11615,""/Food & Groceries/Food/Baking Ingredients/Baking Chocolate & Cocoa"""
"11616,""/Food & Groceries/Food/Baking Ingredients/Baking Mixes"""
"11614,""/Food & Groceries/Food/Baking Ingredients/Syrups & Sweeteners"""
"12837,""/Food & Groceries/Food/Baking Ingredients/Syrups & Sweeteners/Sugar Substitutes"""
"10439,""/Food & Groceries/Food/Breakfast Foods"""
"11629,""/Food & Groceries/Food/Breakfast Foods/Breakfast Cereals"""
"11628,""/Food & Groceries/Food/Breakfast Foods/Pancake, Waffle & Muffin Mixes"""
"10438,""/Food & Groceries/Food/Candy, Gum & Mints"""
"13846,""/Food & Groceries/Food/Candy, Gum & Mints/Chocolate"""
"10430,""/Food & Groceries/Food/Condiments & Dressings"""
"10433,""/Food & Groceries/Food/Cooking Oils & Spray"""
"11612,""/Food & Groceries/Food/Cooking Oils & Spray/Olive Oil"""
"11611,""/Food & Groceries/Food/Cooking Oils & Spray/Vegetable Oils"""
"10440,""/Food & Groceries/Food/Dairy & Non-Dairy Alternatives"""
"11632,""/Food & Groceries/Food/Dairy & Non-Dairy Alternatives/Cheese"""
"11631,""/Food & Groceries/Food/Dairy & Non-Dairy Alternatives/Milk"""
"11633,""/Food & Groceries/Food/Dairy & Non-Dairy Alternatives/Non-Dairy Alternatives"""
"11630,""/Food & Groceries/Food/Dairy & Non-Dairy Alternatives/Yogurt"""
"10436,""/Food & Groceries/Food/Desserts"""
"11623,""/Food & Groceries/Food/Desserts/Frozen Desserts, Frozen Novelties & Accompaniments"""
"10443,""/Food & Groceries/Food/Fish & Seafood"""
"11639,""/Food & Groceries/Food/Fish & Seafood/Crab & Lobster"""
"11641,""/Food & Groceries/Food/Fish & Seafood/Salmon"""
"11640,""/Food & Groceries/Food/Fish & Seafood/Shrimp & Prawns"""
"13758,""/Food & Groceries/Food/Gourmet & Specialty Foods"""
"10426,""/Food & Groceries/Food/Grains, Pasta & Side Dishes"""
"11600,""/Food & Groceries/Food/Grains, Pasta & Side Dishes/Pasta"""
"11613,""/Food & Groceries/Food/Herbs & Spices"""
"12835,""/Food & Groceries/Food/Herbs & Spices/Black Pepper"""
"12833,""/Food & Groceries/Food/Herbs & Spices/Cinnamon"""
"12834,""/Food & Groceries/Food/Herbs & Spices/Oregano"""
"12832,""/Food & Groceries/Food/Herbs & Spices/Salt"""
"10427,""/Food & Groceries/Food/Jams, Jellies & Preserves"""
"10437,""/Food & Groceries/Food/Meat & Poultry"""
"11624,""/Food & Groceries/Food/Meat & Poultry/Beef"""
"11625,""/Food & Groceries/Food/Meat & Poultry/Deli & Lunch Meats"""
"12839,""/Food & Groceries/Food/Meat & Poultry/Deli & Lunch Meats/Cured Meats"""
"12840,""/Food & Groceries/Food/Meat & Poultry/Deli & Lunch Meats/Pre-Packaged Deli Meats"""
"12838,""/Food & Groceries/Food/Meat & Poultry/Deli & Lunch Meats/Sausages"""
"11627,""/Food & Groceries/Food/Meat & Poultry/Game & Exotic Meat"""
"11626,""/Food & Groceries/Food/Meat & Poultry/Pork"""
"13747,""/Food & Groceries/Food/Nut Butters"""
"13695,""/Food & Groceries/Food/Organic & Natural Foods"""
"10429,""/Food & Groceries/Food/Prepared Foods"""
"11604,""/Food & Groceries/Food/Prepared Foods/Frozen Foods"""
"11605,""/Food & Groceries/Food/Prepared Foods/Gourmet Prepared Foods"""
"10441,""/Food & Groceries/Food/Produce"""
"11634,""/Food & Groceries/Food/Produce/Fruit"""
"11635,""/Food & Groceries/Food/Produce/Vegetables"""
"10431,""/Food & Groceries/Food/Sauces"""
"11606,""/Food & Groceries/Food/Sauces/BBQ & Grilling Sauces"""
"10435,""/Food & Groceries/Food/Snack Foods"""
"11617,""/Food & Groceries/Food/Snack Foods/Crackers"""
"11620,""/Food & Groceries/Food/Snack Foods/Dried Fruit"""
"11621,""/Food & Groceries/Food/Snack Foods/Nuts"""
"11618,""/Food & Groceries/Food/Snack Foods/Popcorn"""
"11622,""/Food & Groceries/Food/Snack Foods/Snack Chips"""
"11619,""/Food & Groceries/Food/Snack Foods/Trail Mix"""
"13843,""/Food & Groceries/Food/Soups, Stews & Beans"""
"10442,""/Food & Groceries/Food/Special & Restricted Diet Foods"""
"12847,""/Food & Groceries/Food/Special & Restricted Diet Foods/Diabetic Foods"""
"12844,""/Food & Groceries/Food/Special & Restricted Diet Foods/Low Cholesterol Foods"""
"12846,""/Food & Groceries/Food/Special & Restricted Diet Foods/Low-Sodium Foods"""
"11637,""/Food & Groceries/Food/Special & Restricted Diet Foods/Religious Diet Foods"""
"12848,""/Food & Groceries/Food/Special & Restricted Diet Foods/Religious Diet Foods/Kosher Foods & Resources"""
"12845,""/Food & Groceries/Food/Special & Restricted Diet Foods/Wheat-free & Gluten-free Foods"""
"10428,""/Food & Groceries/Food/Weight-Loss Foods & Nutrition Bars"""
"11603,""/Food & Groceries/Food/Weight-Loss Foods & Nutrition Bars/Diet Bars"""
"11602,""/Food & Groceries/Food/Weight-Loss Foods & Nutrition Bars/Meal Replacements"""
"11601,""/Food & Groceries/Food/Weight-Loss Foods & Nutrition Bars/Nutrition Bars"""
"10081,""/Food & Groceries/Household Supplies"""
"10424,""/Food & Groceries/Household Supplies/Charcoal & Barbecuing Supplies"""
"10422,""/Food & Groceries/Household Supplies/Food Wraps & Food Storage"""
"11594,""/Food & Groceries/Household Supplies/Food Wraps & Food Storage/Food Savers & Food Storage Containers"""
"11592,""/Food & Groceries/Household Supplies/Food Wraps & Food Storage/Food Storage Bags"""
"13448,""/Food & Groceries/Household Supplies/Food Wraps & Food Storage/Lunch Boxes"""
"11593,""/Food & Groceries/Household Supplies/Food Wraps & Food Storage/Plastic Wrap & Foil"""
"10423,""/Food & Groceries/Household Supplies/Household Cleaning Products"""
"11598,""/Food & Groceries/Household Supplies/Household Cleaning Products/Air Fresheners & Deodorizers"""
"11596,""/Food & Groceries/Household Supplies/Household Cleaning Products/Cleaning Implements"""
"11597,""/Food & Groceries/Household Supplies/Household Cleaning Products/Dish Detergents"""
"11595,""/Food & Groceries/Household Supplies/Household Cleaning Products/Fabric Care"""
"12829,""/Food & Groceries/Household Supplies/Household Cleaning Products/Fabric Care/Fabric Softeners & Dryer Sheets"""
"12827,""/Food & Groceries/Household Supplies/Household Cleaning Products/Fabric Care/Fabric Stain Removers"""
"12828,""/Food & Groceries/Household Supplies/Household Cleaning Products/Fabric Care/Laundry Detergents"""
"12470,""/Food & Groceries/Household Supplies/Household Cleaning Products/Fabric Care/Lint Removers"""
"13347,""/Food & Groceries/Household Supplies/Household Cleaning Products/Household Bleach"""
"11599,""/Food & Groceries/Household Supplies/Household Cleaning Products/Household Cleansers"""
"10421,""/Food & Groceries/Household Supplies/Paper Towels & Household Paper Products"""
"11591,""/Food & Groceries/Household Supplies/Paper Towels & Household Paper Products/Facial Tissue"""
"11590,""/Food & Groceries/Household Supplies/Paper Towels & Household Paper Products/Toilet Tissue"""
"10425,""/Food & Groceries/Household Supplies/Trash Bags"""
"10084,""/Food & Groceries/Online Grocery Shopping & Grocery Delivery"""
"10011,""/Health"""
"10088,""/Health/Biotech & Pharmaceutical"""
"13369,""/Health/Biotech & Pharmaceutical/Gene Research"""
"11791,""/Health/Biotech & Pharmaceutical/Gene Research/DNA & Genetic Testing"""
"11049,""/Health/Biotech & Pharmaceutical/Gene Research/Gene Therapy"""
"10500,""/Health/Biotech & Pharmaceutical/Gene Research/Genome Sequencing"""
"10499,""/Health/Biotech & Pharmaceutical/Pharmaceutical Manufacturing"""
"10501,""/Health/Biotech & Pharmaceutical/Protein Identification & Proteomics"""
"11048,""/Health/Biotech & Pharmaceutical/Toxicology Services"""
"10091,""/Health/Health Care Services"""
"10510,""/Health/Health Care Services/Abortion Services"""
"10507,""/Health/Health Care Services/Alternative & Natural Medicine"""
"11779,""/Health/Health Care Services/Alternative & Natural Medicine/Acupuncture"""
"11781,""/Health/Health Care Services/Alternative & Natural Medicine/Chinese Herbal Medicine"""
"11780,""/Health/Health Care Services/Alternative & Natural Medicine/Chiropractors & Chiropractic"""
"13722,""/Health/Health Care Services/Alternative & Natural Medicine/Cleansing & Detoxification"""
"11668,""/Health/Health Care Services/Alternative & Natural Medicine/Cleansing & Detoxification/Colon Cleansing"""
"11782,""/Health/Health Care Services/Alternative & Natural Medicine/Naturopathy"""
"12106,""/Health/Health Care Services/Blood & Organ Donations & Transplants"""
"10514,""/Health/Health Care Services/Dentists & Dental Services"""
"11797,""/Health/Health Care Services/Dentists & Dental Services/Cosmetic Dentistry"""
"11798,""/Health/Health Care Services/Dentists & Dental Services/Emergency Dental Services"""
"11796,""/Health/Health Care Services/Dentists & Dental Services/General Dentistry"""
"11795,""/Health/Health Care Services/Dentists & Dental Services/Orthodontists & Orthodontic Services"""
"10513,""/Health/Health Care Services/General Health Care Services"""
"10517,""/Health/Health Care Services/Geriatric & Aging Care Services"""
"11804,""/Health/Health Care Services/Geriatric & Aging Care Services/Assisted Living Services"""
"11805,""/Health/Health Care Services/Geriatric & Aging Care Services/In-Home Aging Care Services"""
"11806,""/Health/Health Care Services/Geriatric & Aging Care Services/Retirement Homes & Senior Living Communities"""
"10521,""/Health/Health Care Services/Hospice & Home Nursing Care"""
"10520,""/Health/Health Care Services/Hospitals & Health Clinics"""
"13576,""/Health/Health Care Services/Hospitals & Health Clinics/Hospitals"""
"11809,""/Health/Health Care Services/Hospitals & Health Clinics/Urgent Care Clinic Services"""
"11046,""/Health/Health Care Services/Immunology Services"""
"10509,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services"""
"11788,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/AIDS & HIV Testing Services"""
"11786,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/Blood Testing Services"""
"11785,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/Cancer Diagnosis & Screening"""
"12944,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/Cancer Diagnosis & Screening/Breast Cancer Screening & Diagnosis"""
"12943,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/Cancer Diagnosis & Screening/Prostate Cancer Screening & Diagnosis"""
"11789,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/Hepatitis Testing & Diagnosis"""
"11787,""/Health/Health Care Services/Laboratory Testing & Medical Diagnostic Services/STD Testing"""
"10516,""/Health/Health Care Services/Medical Skin Care Services"""
"11801,""/Health/Health Care Services/Medical Skin Care Services/Acne Treatment"""
"11802,""/Health/Health Care Services/Medical Skin Care Services/Rosacea Treatment"""
